#File contains first 16 digits of sha256 hash, then next 16 digits of sha256 hash.
#A bunch of possibly-kyu-level gogod games
3ac054fbcf159415,570032218dfd5775  #GoGoDSummer2017/2016/2016-06-06ar.sgf
3aec95d3377c444e,ef597458de7696b5  #GoGoDSummer2017/2014/2014-07-09y.sgf
3af4ee7555f758fc,13e3775445b0a489  #GoGoDSummer2017/2009/2009-05-30x.sgf
3b2d9c6f20aa78e2,0285fd9c1b8767f6  #GoGoDSummer2017/2009/2009-05-30ac.sgf
3b86b1cdec43cd70,91c3603945ddb057  #GoGoDSummer2017/2013/2013-09-22h.sgf
3bb1c3df573b567c,f84946654ea4f6d7  #GoGoDSummer2017/2009/2009-05-28aj.sgf
3bd803a97ff9cf67,485d8a642a8cca57  #GoGoDSummer2017/2016/2016-06-05d.sgf
3e5bbe74b41c4411,c3930dbc317bd527  #GoGoDSummer2017/2009/2009-05-27k.sgf
3ea9b7c540f7cdff,dba31fe2ba454dc4  #GoGoDSummer2017/2013/2013-09-01q.sgf
3f0a1abe025bcd10,f194781e94776f16  #GoGoDSummer2017/2016/2016-06-08ag.sgf
3f87a5e086a93607,3ee3c6c1e82c6605  #GoGoDSummer2017/2013/2013-09-02k.sgf
404ff09181705a8c,efcbf468cf29cc97  #GoGoDSummer2017/2009/2009-05-30aa.sgf
41c0694a0e92163c,403a06e1c463ca85  #GoGoDSummer2017/2014/2014-07-08a.sgf
42ee410af645080a,a3d5bba79f422f36  #GoGoDSummer2017/2017/2017-06-00a.sgf
452326863bc82646,ffd399d0044ea499  #GoGoDSummer2017/2013/2013-09-01h.sgf
4533668fe2ba1b93,52615cec5bb1bf6c  #GoGoDSummer2017/2016/2016-06-06br.sgf
45d1d7fabaacf73f,14ebdb457875174a  #GoGoDSummer2017/2010/2010-05-26d.sgf
4645cb8670784508,92816190274b0a99  #GoGoDSummer2017/2016/2016-06-06ai.sgf
465d872a3a1fee93,8106accc9262cc20  #GoGoDSummer2017/2016/2016-06-08am.sgf
46804c1b24b323b0,3a8d5f7c836433aa  #GoGoDSummer2017/2009/2009-05-30ah.sgf
468a35523b25c021,e28168d06be906fc  #GoGoDSummer2017/2016/2016-06-07f.sgf
471b42bcdf99b369,d4ad4c75325e6c3e  #GoGoDSummer2017/2009/2009-05-29t.sgf
4743b99522376aba,52e713b0db0204d9  #GoGoDSummer2017/2015/2015-06-10s.sgf
47b164c764c36844,37a13b55a77220c0  #GoGoDSummer2017/2010/2010-05-28g.sgf
481c910b723d11a9,b26439918a551f42  #GoGoDSummer2017/2009/2009-05-30af.sgf
49f8da8c1e30be01,f2cacb1bbd564cec  #GoGoDSummer2017/2009/2009-05-30ag.sgf
4a6b65604af66551,50b86d6baa1c385a  #GoGoDSummer2017/2016/2016-06-07ag.sgf
4aa11c752191b52d,0bec7881375a3099  #GoGoDSummer2017/2015/2015-06-08s.sgf
4ad8084b85a4bccf,1aebbc1e43903365  #GoGoDSummer2017/2016/2016-06-06aa.sgf
4b011c2e6676736a,f424cee9349fc666  #GoGoDSummer2017/2015/2015-06-09o.sgf
4b3357b7ffe94356,cf64589232af6ecc  #GoGoDSummer2017/2016/2016-06-07i.sgf
4bd81e6ea0bddadc,fd9b70c1515199f1  #GoGoDSummer2017/2009/2009-05-28ae.sgf
4ced41eff274588e,1b2fc83aa5c70df7  #GoGoDSummer2017/2016/2016-06-07y.sgf
4e1161e4a12ed0f8,5a896435d4aa8beb  #GoGoDSummer2017/2016/2016-06-06bp.sgf
4e968944969ef4a8,682cba7ea44c8c69  #GoGoDSummer2017/2015/2015-06-08t.sgf
4fb4bc4f07fd3683,167f3e471b6b655f  #GoGoDSummer2017/2016/2016-06-08w.sgf
4fe5ce64d86af10d,27be5fb59febd666  #GoGoDSummer2017/2016/2016-06-08ai.sgf
5094258da9939fd1,c64b084004f31cd0  #GoGoDSummer2017/2016/2016-06-06ad.sgf
523d264ad5ab8648,6eed1b41071b0dd5  #GoGoDSummer2017/2011/2011-05-31c.sgf
5247741ed24f3721,fd89002517c7d884  #GoGoDSummer2017/2016/2016-06-07ab.sgf
528076c0e8e0b3f2,24284c68cc08a36f  #GoGoDSummer2017/2016/2016-06-06bo.sgf
529993a948a2d000,30a2d620eb3b3bc0  #GoGoDSummer2017/2016/2016-06-05v.sgf
52ad62e8715f596c,1781b0abec3689f9  #GoGoDSummer2017/2016/2016-06-08i.sgf
52d483b9cb3f7e5a,04aa26124b335b75  #GoGoDSummer2017/2016/2016-06-05ar.sgf
52dccc8f84c1b742,c775a074465e66d7  #GoGoDSummer2017/2009/2009-05-29r.sgf
540b60dab482b18d,bebba37cef14cb96  #GoGoDSummer2017/2013/2013-09-04d.sgf
5426080d40b5ed95,22e2553342e203ee  #GoGoDSummer2017/2009/2009-05-30al.sgf
54d90da6faf430d0,8ab5cb222362f3b2  #GoGoDSummer2017/2011/2011-05-30d.sgf
5574435dd10a063d,d6572a7f055c09ec  #GoGoDSummer2017/2015/2015-06-08aa.sgf
55ac0d97002b9b36,cc507316f634e673  #GoGoDSummer2017/2011/2011-09-18b.sgf
56c3f869104f04de,99b823ed7e04c03e  #GoGoDSummer2017/2015/2015-06-07p.sgf
57af41942744f314,b0092ccf4212c55a  #GoGoDSummer2017/2011/2011-05-31b.sgf
58217cfab2d64230,0e831b793e2a79c4  #GoGoDSummer2017/2013/2013-09-01r.sgf
58502f75551e843b,81e6f8148d6329ff  #GoGoDSummer2017/2009/2009-05-30ai.sgf
5a0d0d88249e46dd,dd1ec559890828bf  #GoGoDSummer2017/2009/2009-05-30v.sgf
5a63e98983c161d3,93095e0a933fece7  #GoGoDSummer2017/2015/2015-09-20c.sgf
5b8666c69ffe1dff,40ace36521a66388  #GoGoDSummer2017/2009/2009-05-27g.sgf
5c15632a597d85e4,749e3c0e0b75ae80  #GoGoDSummer2017/2009/2009-05-30ad.sgf
5c3e094b5cd9e641,76cc0daf10daf7ff  #GoGoDSummer2017/2009/2009-05-29i.sgf
5e3263d31e41e971,0b3c87557ef73533  #GoGoDSummer2017/2016/2016-06-06bm.sgf
5f29ab83b427a3fe,28f84fff036e8540  #GoGoDSummer2017/2011/2011-05-31a.sgf
5f740d3b3037b874,73333e132fbe60eb  #GoGoDSummer2017/2013/2013-09-02b.sgf
61475460feb140c8,2a9d228719e4385e  #GoGoDSummer2017/2009/2009-05-29o.sgf
61aa9bc759be37fd,c5d5a8722fe5353a  #GoGoDSummer2017/2015/2015-06-08az.sgf
61b2eb7927e1f7e9,0138ab44bf21dfb6  #GoGoDSummer2017/2016/2016-06-05u.sgf
627dbfbd5d8a9063,6f30dbc1d7e05092  #GoGoDSummer2017/2016/2016-06-07t.sgf
62da732b67ecccf2,a6f2efd204703e76  #GoGoDSummer2017/2015/2015-06-07e.sgf
6362ba022001371b,d72cd73a0211d9aa  #GoGoDSummer2017/2016/2016-06-06as.sgf
636f380f7374f60d,baf6e12763ce31db  #GoGoDSummer2017/2015/2015-06-10w.sgf
63d5bf9c00a88bd6,5bf53d6d885e56cc  #GoGoDSummer2017/2009/2009-05-29y.sgf
6428490ee7e5e1bf,fbec23091896ae0e  #GoGoDSummer2017/2013/2013-09-02p.sgf
6443849e1ba937a5,f4b8b13181c43b5b  #GoGoDSummer2017/2009/2009-05-29q.sgf
64a800a37514f15c,2f76be1d02e6600d  #GoGoDSummer2017/2016/2016-06-06bd.sgf
6516a79119d7fc2a,5ccc936d984e0d37  #GoGoDSummer2017/2013/2013-09-01g.sgf
65bd5748e99110a5,74af53b3b8d01430  #GoGoDSummer2017/2016/2016-06-07ak.sgf
660e1f65816c92f4,fede92d9cd13d271  #GoGoDSummer2017/2016/2016-06-07ai.sgf
6659810c1b6f7b72,782a8bfb9d43a505  #GoGoDSummer2017/2009/2009-05-27d.sgf
68407e14575e491c,468b749bc1630adb  #GoGoDSummer2017/2016/2016-06-05aj.sgf
697eb6657df8e814,ec00183f503f855d  #GoGoDSummer2017/2015/2015-06-07m.sgf
69c44f2f6f798849,65f22f5771cf9a57  #GoGoDSummer2017/2009/2009-05-28al.sgf
6aeac08c69bab3e4,365b32e1bec6169c  #GoGoDSummer2017/2015/2015-06-09i.sgf
6b8bb4f8eebd5c65,29dfe1f0655a202d  #GoGoDSummer2017/2015/2015-06-08r.sgf
6bacdb27b28f6f15,27bebaa5c05f8a75  #GoGoDSummer2017/2016/2016-06-07al.sgf
6cef4d5ef9b6198e,8e5ef7e5a10f0f37  #GoGoDSummer2017/2016/2016-06-07aq.sgf
6e1d8e4bb290e3ac,d9d93240662624c6  #GoGoDSummer2017/2016/2016-06-05t.sgf
6e762d5eca65a287,dd855c761279d50b  #GoGoDSummer2017/2016/2016-06-07ay.sgf
6ed9067c431798f7,67074557cbe8c7ed  #GoGoDSummer2017/2014/2014-07-06b.sgf
6ee04943feaed446,cbecd7cdd12025ce  #GoGoDSummer2017/2016/2016-06-05ak.sgf
704ec76eaaea39f8,8b8aa5566a064363  #GoGoDSummer2017/2015/2015-06-07n.sgf
70e8b6624348e1d9,7a73753edfd2ee42  #GoGoDSummer2017/2009/2009-05-28aa.sgf
7209af7260001a5d,221b2c3d73a0b59c  #GoGoDSummer2017/2013/2013-09-02c.sgf
72d159b61aaca358,36796909ad31c951  #GoGoDSummer2017/2015/2015-06-07d.sgf
731687f3126ffc3f,86d1c22ca62daccf  #GoGoDSummer2017/2016/2016-06-07b.sgf
73fe0697617efd26,7f5b99c89ba961e5  #GoGoDSummer2017/2014/2014-07-06a.sgf
76318cf8add662b1,d4435a7a1ac90b54  #GoGoDSummer2017/2009/2009-05-29u.sgf
76d4a3a4d45bfbf6,d7fefcf21cb6a780  #GoGoDSummer2017/2016/2016-06-06bb.sgf
77b227a23f4c121e,570091f857338cd3  #GoGoDSummer2017/2016/2016-06-05aw.sgf
781fadc4c0742b97,c1a79a518be10520  #GoGoDSummer2017/2009/2009-05-29k.sgf
7847d958f4e9ba28,7e06b76dfd857a38  #GoGoDSummer2017/2016/2016-06-06af.sgf
7872ae8f444bab66,14b5d09d08ace853  #GoGoDSummer2017/2009/2009-05-28an.sgf
7a044676cfaea8e0,1b5aec5072f813e7  #GoGoDSummer2017/2009/2009-05-28am.sgf
7b9e860aed137204,934c4f09eda7073a  #GoGoDSummer2017/2009/2009-05-28ab.sgf
7d312a101e4592a3,158663252ece0cd3  #GoGoDSummer2017/2009/2009-05-27c.sgf
7dcd681ba9a88f59,c0ecfc49e4ee2a59  #GoGoDSummer2017/2016/2016-06-06ah.sgf
7ee77ba8bdd4a3f6,afa308b083c24b06  #GoGoDSummer2017/2014/2014-07-08e.sgf
7f8dca75c60d858a,c45e08cae3caa02f  #GoGoDSummer2017/2016/2016-06-07x.sgf
7fa42146841061a7,62efe30458b87c17  #GoGoDSummer2017/2011/2011-06-01o.sgf
7fb6bad82d5399ad,ddb6c28142a8fb25  #GoGoDSummer2017/2015/2015-06-07o.sgf
7ffa8edbbfcac357,106904bf15b75280  #GoGoDSummer2017/2014/2014-07-07k.sgf
8130a024d9674678,60108d2c7cc2327a  #GoGoDSummer2017/2016/2016-06-06bi.sgf
815bb3e01f0c1db4,e26e10dab879a4fd  #GoGoDSummer2017/2016/2016-06-05l.sgf
816646294b2a8966,f3cbb6972aab674b  #GoGoDSummer2017/2015/2015-06-10l.sgf
819a251c9f42e8ba,52b1c04a135b64d3  #GoGoDSummer2017/2016/2016-06-05z.sgf
81bf68c1dcc45e1e,533daecf6c8107fb  #GoGoDSummer2017/2016/2016-06-07ac.sgf
826fc130f256aa8a,3a1a79d7a179f925  #GoGoDSummer2017/2009/2009-05-28ao.sgf
82f59f80be3e1c42,9c99c7c0f7cb7bf3  #GoGoDSummer2017/2016/2016-06-08p.sgf
832cb1ae99833482,45e5ebb451bd7e32  #GoGoDSummer2017/2011/2011-05-30b.sgf
83f2f88e819628af,69f667e3fd6ee9ff  #GoGoDSummer2017/2016/2016-06-06bu.sgf
858a96f86bb04e46,acf8ebae1414abd5  #GoGoDSummer2017/2016/2016-06-06ap.sgf
8671f37be6f02e72,eb45c5138e53ee0a  #GoGoDSummer2017/2014/2014-07-09ab.sgf
86952d30d0ff259f,5ed13473411ab675  #GoGoDSummer2017/2010/2010-05-26g.sgf
86b203a136e30b6a,3fe058c46e914f5b  #GoGoDSummer2017/2015/2015-06-08x.sgf
870f3f3011d547e5,6527ff44067ffe04  #GoGoDSummer2017/2016/2016-06-05al.sgf
88642b25ceda2d8f,f82ae3a8028a4bba  #GoGoDSummer2017/2015/2015-06-10t.sgf
89898b3087050a0e,c0c0c45d06f9211e  #GoGoDSummer2017/2015/2015-06-07i.sgf
898cdb85eefdd4fb,0b6fee51c9a7dea9  #GoGoDSummer2017/2007/2007-05-29b.sgf
8b3a87234b4ff645,26978b6866a4a07a  #GoGoDSummer2017/2015/2015-06-07k.sgf
8b7dfa8b7a51cb58,38e15605201a41fa  #GoGoDSummer2017/2011/2011-05-29a.sgf
8be390372088cfef,b4a2270add667547  #GoGoDSummer2017/2009/2009-05-27m.sgf
8d6061bd41a72096,316163947489946b  #GoGoDSummer2017/2011/2011-05-30a.sgf
8dcac969cf81b34b,1b56eec566bfaeb9  #GoGoDSummer2017/2016/2016-06-05m.sgf
8f48d3324bb9baf1,7bcba8831e33613d  #GoGoDSummer2017/2016/2016-06-06bl.sgf
8ffeede672028050,bb775835abb6494c  #GoGoDSummer2017/2007/2007-05-31g.sgf
90467c160dadb020,1c98ad354781cd57  #GoGoDSummer2017/2016/2016-06-07h.sgf
91b0cee0052280dd,d78a4ce25f3afe76  #GoGoDSummer2017/2016/2016-06-07aw.sgf
91bfa800f7bd3d36,e4c95bdf5c7e3d61  #GoGoDSummer2017/2015/2015-06-08y.sgf
922c46ba07f923c0,0947e71f9537c33f  #GoGoDSummer2017/2009/2009-05-28af.sgf
9230c2ee1652fe6c,71f58c834e45ecb2  #GoGoDSummer2017/2016/2016-06-05s.sgf
928936d92841a550,756f4a1c3a1da06c  #GoGoDSummer2017/2013/2013-09-02f.sgf
92fd922eac421e1a,4fa78ab70ca00db1  #GoGoDSummer2017/2014/2014-07-07j.sgf
93135255ace63f3d,4243bfd4c2f134ed  #GoGoDSummer2017/2013/2013-09-04a.sgf
937ce39f69b8a431,50a00a0d6ba70431  #GoGoDSummer2017/2013/2013-09-01a.sgf
93a497ef2877c6e4,db516b2a240e80b7  #GoGoDSummer2017/2016/2016-06-06bt.sgf
93f4a07fea2ac33a,9012150e2f1e1110  #GoGoDSummer2017/2016/2016-06-06ac.sgf
940b75c1d42185ac,39eb5d069a6566fe  #GoGoDSummer2017/2015/2015-06-08u.sgf
94e01fe1783a3eeb,c92bd62f88b307a0  #GoGoDSummer2017/2013/2013-09-02a.sgf
94f8587268f853e8,eba90acf07dd4b44  #GoGoDSummer2017/2010/2010-05-26k.sgf
9592ca4a5476d7ec,8367ce56276e9ac1  #GoGoDSummer2017/2017/2017-06-00b.sgf
95a9faf077dbe790,24574de906c6bca9  #GoGoDSummer2017/2016/2016-06-05c.sgf
969e0c73624a0709,d5d4ffc2fec3599d  #GoGoDSummer2017/2015/2015-06-07q.sgf
9711d43168ff7c41,66d74b7c4305000b  #GoGoDSummer2017/2016/2016-06-08ao.sgf
97318a15e519ad52,3ab6eb27e260c494  #GoGoDSummer2017/2009/2009-05-29e.sgf
99237f9118a8aae0,01ffbcd2f4e0552d  #GoGoDSummer2017/2012/2012-05-15c.sgf
9b99ed02d5719210,e40b683ffeac59d2  #GoGoDSummer2017/2014/2014-07-08d.sgf
9c3920b23e886f96,6668b0470451fba1  #GoGoDSummer2017/2016/2016-06-05ac.sgf
9c3a6f51cea9cbc3,67c65cdbe660dee5  #GoGoDSummer2017/2015/2015-06-10v.sgf
9c737db491ff6dde,70ed2264b6ffab28  #GoGoDSummer2017/2016/2016-06-05r.sgf
9cbb6e1a81246e69,8d519641936b3eaa  #GoGoDSummer2017/2016/2016-06-05ag.sgf
9db4a1d0540de162,9e860342e6f323ef  #GoGoDSummer2017/2016/2016-06-07as.sgf
9dec770d5ffc173f,4f9254a9fb9a1b03  #GoGoDSummer2017/2016/2016-09-18f.sgf
9e01d7ce1e18bc6e,607491848873e830  #GoGoDSummer2017/2010/2010-05-26c.sgf
9eed24634b0c7afa,d89dddf52dd0808b  #GoGoDSummer2017/2016/2016-06-06bg.sgf
9ef61f1736bf3bf6,806b99a2f5613cad  #GoGoDSummer2017/2009/2009-05-28ag.sgf
9f1afeea66c246cd,bae574938425b77f  #GoGoDSummer2017/2014/2014-07-09aa.sgf
a043a5899d772c0d,bba9e60c7cec236a  #GoGoDSummer2017/2009/2009-05-28ak.sgf
a0b5330ec1dc88e9,44186cf8871c2aca  #GoGoDSummer2017/2013/2013-09-02j.sgf
a150bb961cac5645,b0c9bcae0bb6a3ad  #GoGoDSummer2017/2016/2016-06-05as.sgf
a19e677929e8e0d3,9d027edef9b35e74  #GoGoDSummer2017/2015/2015-06-10n.sgf
a1b684cb5d307567,cfa17f757855911d  #GoGoDSummer2017/2016/2016-06-06bn.sgf
a1ce6744c3d5c178,a299d4b285397133  #GoGoDSummer2017/2016/2016-06-08ad.sgf
a2362956d7cc65f4,0deb150a50414a2f  #GoGoDSummer2017/2016/2016-06-07j.sgf
a2722bbfe99b413d,012424ab6438695f  #GoGoDSummer2017/2009/2009-05-27u.sgf
a2b728a07e05409a,a228ec2ac42df32b  #GoGoDSummer2017/2013/2013-09-04c.sgf
a2c16b7eeec9394b,7aa5baf525d45378  #GoGoDSummer2017/2010/2010-05-28a.sgf
a2f09fd7e189756c,bd0870abea6e476d  #GoGoDSummer2017/2016/2016-06-07ao.sgf
a36321f4631596e9,4891ee60aa4ccd58  #GoGoDSummer2017/2016/2016-06-07w.sgf
a381fc49c0735c9c,731feab079ecdc30  #GoGoDSummer2017/2016/2016-06-08s.sgf
a3d393f350954b0f,45a4dec5912cf793  #GoGoDSummer2017/2016/2016-06-08k.sgf
a593023ded01d096,f070fb01cd505905  #GoGoDSummer2017/2014/2014-07-06d.sgf
a6450428aff6f5be,d3046ab23e778d1c  #GoGoDSummer2017/2013/2013-09-02l.sgf
a67e326739741ac7,feaa5e848fb385ab  #GoGoDSummer2017/2016/2016-06-08y.sgf
a6f5ab938f64d99a,f019ccee91149b8f  #GoGoDSummer2017/2009/2009-05-30aj.sgf
a6ff3c7fbf756de7,f22457fe7fe8c19c  #GoGoDSummer2017/2016/2016-06-05af.sgf
a77ae3acf56ba7ba,eb05481904eb0995  #GoGoDSummer2017/2016/2016-06-08v.sgf
a96424a1acc7b74e,7483e47c8674033b  #GoGoDSummer2017/2016/2016-06-06bc.sgf
aa7dcb1a64872591,bbb28d86a6dec633  #GoGoDSummer2017/2010/2010-05-28f.sgf
aa9821c99c7aaa44,240b0cda32a90a07  #GoGoDSummer2017/2009/2009-05-27f.sgf
aac8682d76f7c10e,ca3a084381f8349b  #GoGoDSummer2017/2016/2016-06-07z.sgf
abab09a78d63d229,7140596356a71e1a  #GoGoDSummer2017/2013/2013-09-03e.sgf
abb2f8de10d0a3f0,d0e0bc2beda35611  #GoGoDSummer2017/2013/2013-09-03f.sgf
abd338e542a538d3,fb9f613d48948016  #GoGoDSummer2017/2016/2016-06-06ao.sgf
abfda23a3199e901,a5a6843edc8271e0  #GoGoDSummer2017/2016/2016-06-05o.sgf
ac3e5297be8b5769,6869cd4e97b22064  #GoGoDSummer2017/2010/2010-05-28c.sgf
acd6b38814c3e85a,94a7be865f83a51e  #GoGoDSummer2017/2016/2016-06-05w.sgf
acefac040558a61b,20ffc6fbb1a150ea  #GoGoDSummer2017/2014/2014-07-06e.sgf
ad4b44b015ee5421,f891d46e0adc36e8  #GoGoDSummer2017/2016/2016-06-08z.sgf
af11e27f92793380,1312affb2fa87864  #GoGoDSummer2017/2016/2016-06-06al.sgf
af2f3213955ff63a,4b23da11c329ec1f  #GoGoDSummer2017/2013/2013-09-01p.sgf
af992b45c1fd6a2d,3ae224a52376b51f  #GoGoDSummer2017/2009/2009-05-30t.sgf
afc156bb4ff2c15c,1f16925791071fd0  #GoGoDSummer2017/2016/2016-06-05i.sgf
afdc599341cf0654,ccf392a6b5afbc08  #GoGoDSummer2017/2013/2013-09-01s.sgf
b0c4e1f737232ac4,cf193039e068976c  #GoGoDSummer2017/2016/2016-06-06ae.sgf
b0c5a1a522844db5,37235a60e27dce3e  #GoGoDSummer2017/2010/2010-05-27f.sgf
b0db03a1394f8b40,0cd0cf5743c2b427  #GoGoDSummer2017/2014/2014-07-06c.sgf
b12b9c391afad880,69087eb451ec24ba  #GoGoDSummer2017/2016/2016-06-05p.sgf
b1a8c413fc4a1583,4880ccee0e26d7b1  #GoGoDSummer2017/2009/2009-05-28ad.sgf
b1e42a75492b20b3,4250c719192f4e4d  #GoGoDSummer2017/2010/2010-05-27b.sgf
b29478aa25578b5b,56eceea3458dafd7  #GoGoDSummer2017/2010/2010-05-28h.sgf
b29daba862052b90,791ecac7938a2824  #GoGoDSummer2017/2009/2009-05-28au.sgf
b2e62bc1f1a942d5,9d39535a5c1e8ce2  #GoGoDSummer2017/2016/2016-06-08ar.sgf
b3c5eaf9817879bd,3a496fe495a6f82b  #GoGoDSummer2017/2013/2013-09-01d.sgf
b42820f3685a7b03,cab3f9f6d56206df  #GoGoDSummer2017/2015/2015-06-09n.sgf
b53a4c45341e3525,219e77edde9ada0d  #GoGoDSummer2017/2014/2014-07-08g.sgf
b5500f9547d46b0e,4c2de394d647c1ae  #GoGoDSummer2017/2009/2009-05-28ac.sgf
b792772a0e1c5a59,51a72b7d1d25c69c  #GoGoDSummer2017/2016/2016-06-05aa.sgf
ba3332da9f62bda1,f675e23514dccc85  #GoGoDSummer2017/2009/2009-05-27l.sgf
bad7d89b9d2bf70d,f7ed48faaf6dcc65  #GoGoDSummer2017/2016/2016-06-08aa.sgf
bb53432abcad40a7,1044d8bb4056e80d  #GoGoDSummer2017/2009/2009-05-29x.sgf
bbda48a45fdca2c3,4c42b274f95ca69e  #GoGoDSummer2017/2009/2009-05-30s.sgf
bc901d654921be4f,ac35fd6538685a5a  #GoGoDSummer2017/2009/2009-05-29v.sgf
bcee849d5908b98e,2cd67a30ca69a938  #GoGoDSummer2017/2015/2015-06-07l.sgf
bdbf0b787a446c4f,efa07504f7eb3773  #GoGoDSummer2017/2016/2016-06-08o.sgf
be74ad9cc0298aa4,97f9706495b49394  #GoGoDSummer2017/2016/2016-06-05e.sgf
bf120c19bdca81dd,a5916c731464bd55  #GoGoDSummer2017/2013/2013-09-01j.sgf
bf9590a0d0103b86,a29af50aa80f4982  #GoGoDSummer2017/2016/2016-06-05h.sgf
c02c83d328ec1193,7a5ff2aa85aa80b6  #GoGoDSummer2017/2016/2016-06-07aj.sgf
c06282727f6931f6,f70ba65323789ebf  #GoGoDSummer2017/2016/2016-06-06aw.sgf
c08fd7d1b89c3bcd,165809b66c03ba4d  #GoGoDSummer2017/2016/2016-06-07g.sgf
c0a378a8d6143dfc,cb4460d9e71edde1  #GoGoDSummer2017/2015/2015-06-07c.sgf
c176bab288ba0dc0,ba5d1282c375c81f  #GoGoDSummer2017/2016/2016-06-05ik.sgf
c22aa5e788e4cfbf,9299e610ae1799e2  #GoGoDSummer2017/2009/2009-05-30ae.sgf
c2441a86b7505abe,2fd27a8a43fc02b1  #GoGoDSummer2017/2009/2009-05-30w.sgf
c261506ea4902573,8a46fd83199a3fbe  #GoGoDSummer2017/2009/2009-05-29f.sgf
c294fec1fa343b9f,f7c92bc8d2d55a27  #GoGoDSummer2017/2013/2013-09-02q.sgf
c2e41ef1d6f31569,bfac8449327738c8  #GoGoDSummer2017/2013/2013-09-02n.sgf
c34fa0e3797ffded,4f7e3c634e4e3040  #GoGoDSummer2017/2016/2016-06-06at.sgf
c3506a2e170fbdde,7df3aae168439eed  #GoGoDSummer2017/2013/2013-09-03a.sgf
c3d4fcede3eb4350,1fb06d1e54568426  #GoGoDSummer2017/2009/2009-05-30u.sgf
c49233a3aa419eb4,288599a5e9c1a8ce  #GoGoDSummer2017/2016/2016-06-05j.sgf
c59d0e7d784313e8,750cb179ccd79ea5  #GoGoDSummer2017/2016/2016-06-07r.sgf
c956bd5f3fcb671a,caa0efc408c76b4a  #GoGoDSummer2017/2011/2011-06-02f.sgf
caac19a1a4d7d620,37390391c4134bf8  #GoGoDSummer2017/2009/2009-05-29g.sgf
cad667a2bdd7ba43,ca481c56b87a61b9  #GoGoDSummer2017/2013/2013-09-02r.sgf
cb09ebb3fdce01ae,00d827d9549dd639  #GoGoDSummer2017/2011/2011-05-31e.sgf
cb2014be3d2ab2df,5888673a305935bc  #GoGoDSummer2017/2015/2015-06-08ad.sgf
cb55d4ea235dd999,02a53e78bcabeb93  #GoGoDSummer2017/2010/2010-05-26m.sgf
cc6b70d6a07c48a4,6dcf3fdfb5dd959a  #GoGoDSummer2017/2013/2013-09-02h.sgf
ccca72340b2f6511,e1bfdefcd69de1a4  #GoGoDSummer2017/2016/2016-06-06az.sgf
cd1d3774553f14b9,bb37bac266cf495f  #GoGoDSummer2017/2011/2011-05-31d.sgf
cec9868b1625ade6,9775435a79acd8e2  #GoGoDSummer2017/2010/2010-05-27e.sgf
cfe3fe31e386005d,f2407a2571b8b369  #GoGoDSummer2017/2016/2016-06-05g.sgf
d0025556183f84c3,eeaac117f489cd67  #GoGoDSummer2017/2016/2016-06-06am.sgf
d281bd03fc37cb6c,0dd5742f559817d3  #GoGoDSummer2017/2016/2016-06-07at.sgf
d4ecc63d4f52b81c,c1c51c32e4f0d7d3  #GoGoDSummer2017/2016/2016-06-05ad.sgf
d50a5582a07b3321,f46903a88e2a6d6a  #GoGoDSummer2017/2016/2016-06-07v.sgf
d513fafc53f21495,402f71fd6686a76d  #GoGoDSummer2017/2016/2016-06-07af.sgf
d59a60cbaef213a4,4dd9129d9250de2e  #GoGoDSummer2017/2014/2014-07-08f.sgf
d5be0965aa3e7bac,c4bf5eded3695f52  #GoGoDSummer2017/2013/2013-09-03c.sgf
d607626ae05f9335,f65271e3e6f2a8b2  #GoGoDSummer2017/2016/2016-06-07aa.sgf
d6d6842fb42ecbfa,1d95e10c813976ab  #GoGoDSummer2017/2015/2015-06-10q.sgf
d7376e718c5254e6,b36f9372b147bade  #GoGoDSummer2017/2016/2016-06-06bs.sgf
d7bb2d7a16532c5b,b843b86b51fe9870  #GoGoDSummer2017/2015/2015-06-09j.sgf
d7d17974cf27c4c1,81a69568d2131070  #GoGoDSummer2017/2013/2013-09-04b.sgf
d86b599a9661deaf,173dae2f47408eb5  #GoGoDSummer2017/2015/2015-06-07j.sgf
d9f3c2b966a5a8c4,c7383808ed00ab49  #GoGoDSummer2017/2016/2016-06-05n.sgf
d9ff2271a6ce4b62,ca4e1786a5b3424d  #GoGoDSummer2017/2012/2012-09-16f.sgf
db4d2d80addb29ac,ded2b104dea25919  #GoGoDSummer2017/2010/2010-05-26j.sgf
dc4024379fcaaa94,13693f0867826230  #GoGoDSummer2017/2015/2015-06-09k.sgf
dcda41a3e4286991,77fe90833e9f09c9  #GoGoDSummer2017/2016/2016-06-06ak.sgf
e028722d9ac59c1a,b5d12927a883ef05  #GoGoDSummer2017/2009/2009-05-28ah.sgf
e043b12745eece67,6e06516bf45bbc23  #GoGoDSummer2017/2009/2009-05-29w.sgf
e0b48e031312f9bd,f9b2a9f80a850c16  #GoGoDSummer2017/2016/2016-06-08f.sgf
e0cac45fec0e09bd,37d743146beca531  #GoGoDSummer2017/2009/2009-05-28ai.sgf
e0ccc94c57c9c2fb,eb7323201debac65  #GoGoDSummer2017/2016/2016-06-05aq.sgf
e0d1e4aadc1aef1c,69b79a40e9004913  #GoGoDSummer2017/2009/2009-05-27j.sgf
e1a3f9424f492354,48d0e707b528a218  #GoGoDSummer2017/2016/2016-06-07au.sgf
